cidade,área,quartos,banheiros,vagas garagem,andar,animal,mobiliado,condomínio,valor aluguel,valor IPTU,valor seguro,total
Vitória,45,3,2,4,4,1,0,2502,1814,371,57,4744
Ribeirão Preto,462,3,2,3,12,0,0,1237,5348,900,12,7497
Maringá,52,3,1,2,0,0,1,2094,1662,382,63,4201
Aparecida de Goiânia,141,3,4,0,2,1,0,2182,9346,18,80,11626
Jaboatão dos Guararapes,63,5,1,3,1,0,0,4475,5112,854,41,10482
Salvador,282,4,1,1,2,1,0,1003,5296,1761,120,8180
Sorocaba,192,3,1,1,3,0,1,2062,2775,1551,137,6525
Recife,198,4,4,1,13,0,1,4038,9976,1720,69,15803
Salvador,375,1,4,0,7,1,1,4832,9947,1957,53,16789
Boa Vista,376,2,3,3,2,0,0,2414,5026,1429,162,9031
Contagem,440,1,3,1,12,0,0,3787,7055,1202,16,12060
Goiânia,287,5,1,3,8,0,1,793,7143,551,40,8527
Jundiaí,396,5,2,0,14,1,1,2467,4714,1994,132,9307
Niterói,35,3,1,4,1,0,1,461,8581,1093,151,10286
Londrina,309,4,4,1,19,1,1,1228,5227,624,45,7124
Santo André,33,5,1,4,1,0,1,2023,8987,141,116,11267
Ribeirão Preto,197,4,3,0,15,0,0,4127,7380,1902,189,13598
Joinville,104,2,4,0,2,1,0,6,5817,1128,27,6978
Betim,253,4,4,2,5,1,1,575,4533,1666,74,6848
Salvador,296,3,3,1,0,1,0,4553,8661,590,87,13891
Feira de Santana,389,1,4,0,12,0,0,3399,8287,1701,62,13449
Guarulhos,392,1,2,0,18,0,1,4187,778,265,25,5255
Recife,480,1,4,1,14,0,1,980,8351,28,98,9457
Jaboatão dos Guararapes,22,1,3,3,7,1,0,3325,7711,11,192,11239
Porto Velho,296,3,2,3,9,0,1,1576,1956,955,170,4657
Piracicaba,287,3,1,4,16,1,1,2543,4797,325,155,7820
Teresina,288,4,2,2,1,0,0,3304,9554,927,140,13925
Betim,433,3,1,3,16,0,0,3572,2761,753,18,7104
Florianópolis,409,2,1,4,0,0,0,2475,8132,1656,135,12398
Campinas,409,2,1,0,13,0,0,4676,5304,171,131,10282
Florianópolis,349,3,3,2,18,1,0,3405,8670,845,55,12975
Florianópolis,296,4,2,2,2,1,0,634,5011,1722,170,7537
Ribeirão Preto,466,4,3,2,14,0,1,984,3731,1037,89,5841
Jaboatão dos Guararapes,404,2,2,3,10,0,1,491,9217,287,151,10146
Porto Alegre,184,4,2,3,8,1,0,4861,9636,1836,88,16421
Guarulhos,193,1,1,3,5,1,1,613,8585,41,90,9329
Goiânia,241,5,4,3,4,1,1,3141,3893,1542,125,8701
Belo Horizonte,381,5,2,1,18,0,1,541,2739,1193,156,4629
Salvador,387,2,4,4,8,1,0,3433,1739,1161,80,6413
Aparecida de Goiânia,182,4,2,4,19,1,1,4689,3478,1317,195,9679
Contagem,405,4,2,4,14,1,0,1972,5285,898,189,8344
Serra,147,5,3,4,17,1,0,3353,5239,1438,52,10082
Feira de Santana,332,1,3,4,16,0,1,3650,9272,1575,177,14674
São José dos Campos,28,3,4,3,7,0,1,966,6895,1922,13,9796
Londrina,186,5,3,1,3,1,0,3219,3794,864,180,8057
Natal,82,3,2,1,12,1,0,3027,3085,1936,162,8210
Rio de Janeiro,278,5,4,0,8,0,0,2232,7514,981,83,10810
Duque de Caxias,276,3,3,1,8,0,1,4442,940,1864,95,7341
Teresina,411,3,2,4,15,0,1,2884,4674,1952,11,9521
Ribeirão Preto,55,2,1,1,13,1,0,2917,6854,1523,47,11341
São José dos Campos,381,1,2,4,6,1,0,1938,2694,532,61,5225
Feira de Santana,425,5,2,3,19,0,0,605,6542,488,75,7710
Fortaleza,75,2,2,2,18,0,1,3041,6755,1140,14,10950
Duque de Caxias,23,2,4,0,19,0,0,1220,631,1865,178,3894
Macapá,451,4,1,3,1,0,0,836,4510,1559,52,6957
Campo Grande,223,2,4,1,15,1,1,809,4420,1395,58,6682
Sorocaba,397,2,2,1,19,0,0,1940,2513,165,10,4628
Manaus,123,2,4,4,4,0,0,4635,8808,1168,77,14688
São Luís,65,2,3,0,14,1,0,330,8278,1277,48,9933
Montes Claros,117,1,4,0,6,0,0,540,7674,1422,92,9728
Campo Grande,426,3,1,0,16,1,0,4229,8777,1388,199,14593
Aracaju,260,1,3,3,19,0,1,2462,4758,505,90,7815
Serra,213,1,1,4,8,1,1,2733,7002,707,158,10600
Manaus,113,2,1,3,13,1,1,1199,5619,982,107,7907
Porto Velho,410,2,1,2,1,0,0,1744,6889,1500,106,10239
Jaboatão dos Guararapes,212,4,4,1,14,1,0,4087,2453,1131,124,7795
Boa Vista,104,3,4,3,4,0,0,3314,2340,1158,178,6990
Fortaleza,104,3,4,0,4,0,0,1474,2919,1822,108,6323
Rio de Janeiro,199,5,1,4,11,0,0,984,2927,1248,175,5334
Boa Vista,362,3,3,3,10,1,1,4579,2418,648,65,7710
Macapá,189,5,3,2,16,0,0,1019,6734,1209,15,8977
Piracicaba,484,3,1,4,11,1,0,1832,8041,97,104,10074
Vila Velha,36,2,2,2,7,0,1,3706,4572,1488,73,9839
Duque de Caxias,341,3,1,0,12,0,0,4235,3242,159,112,7748
Piracicaba,285,1,1,2,6,0,1,850,6515,1117,169,8651
Belo Horizonte,297,2,4,3,18,1,1,2186,1752,1751,59,5748
São Luís,181,1,1,2,10,0,1,3429,5503,341,16,9289
Rio de Janeiro,463,2,4,2,1,1,0,211,1931,1049,25,3216
Feira de Santana,326,5,3,2,19,1,0,3498,3098,1884,134,8614
Barueri,360,1,1,0,4,1,1,4413,6936,775,143,12267
Salvador,80,5,3,3,9,1,0,3192,6144,768,171,10275
Maceió,307,2,4,0,12,1,1,4419,4936,187,175,9717
João Pessoa,118,1,2,3,6,1,0,3836,7176,242,128,11382
Macapá,67,4,3,4,9,1,1,4529,2455,304,191,7479
Rio de Janeiro,445,2,1,0,0,0,1,819,7403,466,11,8699
Maceió,130,5,2,0,17,0,1,2364,2490,868,197,5919
Vila Velha,309,1,1,3,8,1,1,3105,4670,466,55,8296
Boa Vista,336,5,1,1,13,1,0,4673,1082,70,140,5965
Contagem,442,5,1,4,12,1,1,1081,3190,842,191,5304
João Pessoa,87,3,4,3,8,0,1,3153,1326,286,42,4807
Niterói,336,5,3,3,12,0,1,1585,3348,1130,129,6192
São Paulo,367,4,1,4,16,0,0,4149,5078,1963,175,11365
Cuiabá,460,2,3,0,18,1,0,2141,5356,220,51,7768
Joinville,84,5,4,0,10,1,1,339,1210,1054,196,2799
Guarulhos,371,2,4,0,2,1,0,3400,1876,867,139,6282
Rio de Janeiro,267,5,3,4,18,0,0,3025,6808,324,146,10303
Salvador,104,4,3,3,3,1,0,739,5061,770,56,6626
Jundiaí,158,5,1,1,4,0,1,30,9584,594,50,10258
Belém,87,3,1,3,19,0,0,546,5575,739,32,6892
Caxias do Sul,73,3,4,3,5,1,1,2153,6374,1037,151,9715
Osasco,136,2,1,0,1,0,1,578,7184,304,111,8177
Serra,369,3,4,0,1,1,1,1236,1986,355,113,3690
João Pessoa,86,5,2,0,6,0,1,774,2303,1762,141,4980
São Luís,490,2,3,0,0,0,0,2015,1874,161,146,4196
Contagem,21,3,4,4,1,0,0,404,5875,617,121,7017
Guarulhos,141,5,4,1,19,1,0,1513,7594,1972,95,11174
Piracicaba,461,3,4,3,6,0,1,109,5121,63,148,5441
Maringá,396,2,2,0,12,1,0,1179,4944,1240,94,7457
Londrina,158,1,3,1,18,1,0,3124,4878,1442,184,9628
Santo André,350,2,4,4,5,0,1,2994,1807,1226,190,6217
Aracaju,333,5,2,3,7,1,0,1617,2368,972,76,5033
Duque de Caxias,278,2,2,0,3,1,0,3290,6055,1181,164,10690
São José dos Campos,182,5,1,1,7,0,1,117,4757,1101,102,6077
Santo André,27,3,1,1,5,0,0,2354,1751,750,187,5042
Uberlândia,161,5,1,3,10,1,1,3912,3727,82,128,7849
Manaus,73,2,1,2,12,0,1,311,8958,27,22,9318
Contagem,204,3,4,2,11,1,1,1292,7374,498,157,9321
Serra,200,5,1,1,5,1,1,4262,1253,229,149,5893
Porto Velho,356,4,2,1,12,1,0,2030,7260,920,76,10286
Ribeirão Preto,110,1,3,0,19,0,0,3504,883,722,25,5134
Belo Horizonte,32,5,2,0,3,1,0,2711,4381,417,157,7666
Manaus,21,4,4,2,6,1,1,1627,4798,1332,55,7812
Teresina,447,5,3,1,3,0,0,4265,1492,1821,22,7600
Serra,336,2,1,4,6,1,1,4101,803,1464,195,6563
Guarulhos,39,3,2,4,14,1,1,4397,7862,489,169,12917
Porto Velho,262,5,4,1,13,0,0,1845,7878,1702,19,11444
Florianópolis,175,3,1,4,11,1,1,3504,1065,1978,123,6670
Recife,289,2,3,4,15,1,0,4645,7420,285,198,12548
Manaus,115,5,3,4,7,1,1,3012,2539,403,54,6008
Teresina,346,5,3,3,5,0,0,4451,626,1491,128,6696
São Luís,232,3,2,4,17,1,0,3620,1109,745,126,5600
Caxias do Sul,132,2,1,0,17,1,0,4512,9795,1949,79,16335
Niterói,307,4,3,0,6,0,1,1437,6085,1694,11,9227
Maringá,497,1,2,2,18,0,0,1312,3168,13,43,4536
Brasília,54,4,2,2,11,0,1,2790,7333,217,199,10539
Barueri,491,1,4,4,11,1,0,861,9447,207,79,10594
Boa Vista,375,3,2,3,10,1,0,129,6073,695,42,6939
Santo André,481,4,2,4,12,1,0,1955,3446,729,18,6148
Belém,160,1,2,0,12,0,0,505,5832,184,142,6663
Ananindeua,297,2,4,2,1,1,0,1477,6248,208,148,8081
Boa Vista,465,4,4,3,12,0,0,1962,3245,210,145,5562
Manaus,466,1,2,3,16,0,0,962,678,1927,84,3651
Niterói,235,4,3,2,1,1,1,3493,3114,1106,41,7754
Cuiabá,243,4,4,1,11,1,0,148,9884,721,90,10843
Porto Velho,301,5,1,2,2,0,0,4570,3098,424,21,8113
Natal,185,3,3,2,3,0,1,1735,2353,380,101,4569
Aparecida de Goiânia,23,1,2,3,4,0,1,256,1815,746,188,3005
São Paulo,248,3,3,2,12,0,1,1136,9466,1497,175,12274
Belém,130,5,3,0,11,1,0,1520,5850,1276,58,8704
Manaus,142,4,1,3,17,0,1,464,6993,820,82,8359
Contagem,62,3,4,1,0,0,1,2046,2762,109,55,4972
Guarulhos,67,2,4,3,17,0,1,3613,9251,1444,181,14489
Uberlândia,92,3,4,2,6,1,1,4259,5982,1182,129,11552
São Luís,482,4,2,0,11,0,1,255,7488,1509,97,9349
São Luís,492,1,1,0,9,1,1,4562,4855,1640,90,11147
Natal,379,4,4,1,16,1,0,4079,1119,40,155,5393
Osasco,393,3,3,1,16,0,1,4800,3039,1860,70,9769
Uberlândia,213,2,3,2,13,1,1,4176,2901,708,11,7796
Joinville,496,3,3,1,10,1,1,36,4999,699,189,5923
Maringá,124,4,2,4,10,1,0,1621,8184,1484,112,11401
São José dos Campos,300,4,3,1,11,0,1,3733,4265,717,75,8790
Salvador,86,2,4,4,10,0,1,3771,3631,1495,16,8913
Goiânia,105,3,1,2,8,0,1,2954,8846,1982,136,13918
Osasco,486,1,2,0,13,0,0,1855,4826,1906,109,8696
Caxias do Sul,467,4,2,3,1,0,0,4338,5966,1420,165,11889
Cuiabá,334,1,2,2,3,1,1,3003,2550,988,179,6720
Cuiabá,47,3,2,2,1,0,1,1306,3440,1062,53,5861
Londrina,450,4,2,3,14,0,1,4914,3767,89,158,8928
São Paulo,238,5,4,2,18,1,0,515,8824,1879,127,11345
Duque de Caxias,63,4,1,4,14,0,1,3137,3541,247,188,7113
Ribeirão Preto,139,4,3,1,5,0,0,2921,1470,247,193,4831
Londrina,242,4,2,2,14,0,1,3122,2882,642,169,6815
Porto Velho,44,4,1,2,8,0,0,820,6414,469,155,7858
Brasília,152,2,2,1,15,0,1,4802,668,608,157,6235
Porto Alegre,411,4,3,2,15,0,0,3972,4466,1279,19,9736
Uberlândia,239,5,4,4,14,0,1,1275,3282,329,108,4994
Macapá,67,5,4,2,2,1,0,3758,9041,374,161,13334
João Pessoa,363,5,1,4,11,0,0,692,8777,1470,53,10992
Contagem,72,2,1,4,2,1,0,3171,9540,31,42,12784
Serra,166,4,4,1,16,0,0,3033,9734,1317,12,14096
Maringá,38,4,1,4,4,1,0,3161,5603,446,63,9273
Montes Claros,197,2,1,3,0,0,0,4271,4728,511,29,9539
Maceió,108,4,3,2,10,1,1,1553,858,1521,164,4096
São Luís,114,3,4,1,11,0,0,352,6101,580,177,7210
Ananindeua,23,3,2,1,15,1,1,4249,6346,1942,170,12707
Porto Alegre,371,2,2,2,17,0,0,2874,8684,1691,54,13303
Jundiaí,455,3,2,2,1,0,1,3460,1325,842,44,5671
Joinville,141,4,1,1,10,0,1,977,2506,1665,144,5292
Vila Velha,339,4,1,1,8,1,1,3551,6303,1173,131,11158
Ribeirão Preto,365,5,4,4,14,0,1,4188,2760,351,26,7325
João Pessoa,366,3,2,2,4,0,0,1706,2036,1153,126,5021
Caxias do Sul,428,2,3,3,13,0,0,3725,7918,468,120,12231
Vila Velha,50,3,3,2,14,1,0,2329,9658,1727,172,13886
Piracicaba,470,1,2,4,16,0,0,3157,6465,46,199,9867
Belo Horizonte,243,3,3,3,11,1,0,1439,4957,1701,19,8116
Guarulhos,397,1,3,1,18,0,1,4085,5373,768,24,10250
Uberlândia,228,5,2,1,0,1,0,1402,5433,1746,154,8735
Ribeirão Preto,222,2,2,2,15,0,1,690,3687,957,64,5398
Feira de Santana,147,5,4,3,2,1,1,1262,7893,26,100,9281
Contagem,224,1,1,0,13,1,1,4063,6294,885,136,11378
Montes Claros,284,1,4,2,19,0,0,1522,9422,1394,185,12523
Jundiaí,93,3,4,3,12,1,1,2728,2603,1761,123,7215
Guarulhos,368,1,3,4,1,1,0,90,980,288,27,1385
Maringá,443,5,2,0,9,0,0,2717,4872,1780,18,9387
Vila Velha,449,1,4,3,14,0,0,4987,6248,1014,55,12304
Campo Grande,265,3,4,1,11,1,0,1993,7245,921,151,10310
Rio de Janeiro,416,3,4,3,12,1,1,748,9898,817,76,11539
Guarulhos,314,3,4,3,0,1,1,793,1487,1874,153,4307
Mogi das Cruzes,353,4,4,3,16,0,0,4342,8304,1118,36,13800
Belo Horizonte,499,4,2,4,14,0,0,2529,2343,1607,158,6637
Salvador,60,3,2,3,9,0,1,1616,8693,37,114,10460
Osasco,434,3,1,3,4,1,0,4714,7303,39,165,12221
Sorocaba,365,4,1,0,8,1,0,1706,2439,2,148,4295
São Luís,491,2,3,3,10,1,1,4973,1366,1447,39,7825
São Gonçalo,477,2,4,3,17,0,0,537,1598,64,14,2213
João Pessoa,221,5,2,0,19,0,0,2250,9022,1181,80,12533
João Pessoa,359,1,1,4,9,0,0,3901,7736,1137,174,12948
Belo Horizonte,156,2,1,4,3,0,0,4553,5382,1969,38,11942
Teresina,409,5,1,1,13,1,1,845,3020,830,162,4857
Brasília,190,3,3,3,11,0,1,2937,8239,912,125,12213
Uberlândia,382,5,4,1,5,1,1,1140,3467,290,56,4953
Florianópolis,259,1,4,3,0,0,1,953,636,316,196,2101
Recife,410,5,4,1,11,1,0,265,3147,1323,70,4805
Manaus,250,5,2,3,5,0,0,4030,7192,1087,172,12481
Sorocaba,448,1,4,2,10,1,1,3774,5720,1978,91,11563
Joinville,472,3,2,0,3,0,0,4718,1065,714,58,6555
Serra,119,1,1,1,15,0,1,1673,1013,1266,22,3974
Florianópolis,254,2,4,2,18,0,1,446,8845,185,126,9602
São Luís,220,2,2,4,19,0,1,1553,3196,811,125,5685
Macapá,283,1,2,2,18,0,1,4705,7047,914,32,12698
Curitiba,211,4,1,0,0,1,1,3135,6851,137,97,10220
Belém,333,5,3,1,10,1,0,3690,3607,1028,68,8393
Santo André,241,3,3,1,10,0,1,1645,6295,1256,26,9222
São José dos Campos,48,3,2,2,1,0,0,4576,6355,763,41,11735
Sorocaba,462,3,2,1,17,0,0,3725,8266,1266,77,13334
São Luís,439,3,3,0,9,0,0,2888,8350,1791,41,13070
Serra,239,5,2,1,3,0,1,2511,2221,482,41,5255
Ananindeua,470,5,4,2,10,1,0,3961,3657,1566,73,9257
Florianópolis,337,2,4,0,10,1,0,408,2089,979,34,3510
Aparecida de Goiânia,226,4,2,4,1,1,1,1719,3704,724,131,6278
Mogi das Cruzes,42,1,4,2,14,0,0,2573,8349,1284,108,12314
Salvador,87,4,4,4,4,1,1,2537,4687,654,54,7932
Vitória,260,4,2,0,19,1,1,152,3138,1546,35,4871
Natal,194,2,1,1,12,1,0,3541,6118,343,43,10045
Aracaju,222,2,2,0,16,1,0,2093,1823,575,109,4600
Sorocaba,112,4,3,2,19,0,1,4413,7980,1237,49,13679
Feira de Santana,348,5,3,3,17,1,1,726,6042,1831,61,8660
Cuiabá,458,4,3,3,15,1,0,4635,9512,378,18,14543
Uberlândia,108,1,2,4,19,0,1,813,2110,1643,41,4607
Santo André,295,1,3,2,17,0,0,3102,2525,700,197,6524
Fortaleza,315,2,3,4,19,1,0,4799,6737,1031,102,12669
Londrina,439,3,4,2,12,1,0,1256,5506,713,139,7614
Guarulhos,141,3,3,1,0,0,1,2378,1000,1388,98,4864
Maringá,336,4,4,1,14,0,1,4299,3606,1268,119,9292
Sorocaba,213,1,2,3,3,0,0,1149,1538,705,37,3429
Belo Horizonte,463,2,4,1,12,0,0,151,8024,568,41,8784
Campo Grande,485,1,2,1,5,1,0,2530,3987,1737,104,8358
São Gonçalo,134,4,4,0,12,1,1,3383,3056,1327,157,7923
Jaboatão dos Guararapes,429,4,1,4,16,0,0,4273,9248,60,77,13658
Londrina,136,3,2,1,12,1,1,3296,5217,746,104,9363
São Luís,274,1,3,0,6,1,0,2487,6268,1619,188,10562
São José dos Campos,377,1,2,4,10,0,1,1818,1155,741,97,3811
Florianópolis,267,1,1,0,11,1,0,169,3273,1431,19,4892
Jundiaí,417,4,4,2,6,1,1,2049,1864,1869,41,5823
Goiânia,240,4,4,2,14,0,0,2894,719,1204,193,5010
Santo André,474,3,2,2,13,1,0,50,7143,1521,72,8786
Feira de Santana,432,5,4,2,12,1,1,2720,8981,102,62,11865
Vitória,335,5,1,4,15,1,1,867,2126,535,40,3568
Barueri,76,2,3,2,15,0,0,3374,7607,167,33,11181
Serra,178,3,3,2,15,0,0,1057,4772,1595,21,7445
Brasília,289,1,2,1,5,1,1,511,8738,840,44,10133
Barueri,324,4,4,4,1,1,0,3828,9982,112,115,14037
São Luís,75,4,2,2,10,1,1,4016,4647,1170,157,9990
Recife,176,2,1,3,8,0,1,382,9642,935,167,11126
São Paulo,405,5,1,1,7,1,1,2040,8192,724,127,11083
Cuiabá,63,1,3,3,13,0,1,1462,3000,1644,114,6220
Londrina,366,3,1,0,9,0,1,62,1001,1768,28,2859
Brasília,186,4,2,3,14,1,1,629,6358,1147,151,8285
Santo André,38,3,2,4,0,0,1,352,731,1569,18,2670
Londrina,461,4,2,0,2,1,0,3828,1066,1820,14,6728
Montes Claros,289,2,2,2,5,1,0,4011,6364,242,36,10653
Mogi das Cruzes,372,2,1,2,14,0,1,4881,6764,989,140,12774
Cuiabá,125,2,3,2,15,1,1,5,3990,404,46,4445
Niterói,204,4,3,1,2,1,1,361,3010,333,182,3886
Mogi das Cruzes,194,1,1,1,11,1,0,250,2551,112,38,2951
Jundiaí,479,3,2,4,9,1,0,3936,7777,289,154,12156
Florianópolis,474,5,4,1,16,0,0,3481,4519,198,120,8318
Maceió,285,5,3,4,3,1,0,4726,1004,926,159,6815
Florianópolis,166,4,2,4,4,0,1,1625,7602,806,156,10189
Maceió,249,4,2,0,0,0,0,2022,1338,1956,144,5460
Londrina,465,5,4,4,7,0,0,133,9231,1343,22,10729
Joinville,283,5,2,1,4,1,0,3331,2786,553,102,6772
Maringá,353,3,2,1,4,1,1,4318,1567,1933,188,8006
Jaboatão dos Guararapes,435,1,2,1,0,1,1,4229,6492,303,190,11214
Ananindeua,284,1,3,1,11,1,0,1162,4948,372,78,6560
Ribeirão Preto,462,1,1,1,6,0,1,4196,3791,163,34,8184
Uberlândia,356,3,1,4,0,1,0,2544,8050,1067,70,11731
Salvador,417,4,3,0,18,1,0,1509,9520,1643,48,12720
Goiânia,46,5,4,4,3,1,1,1541,7530,946,164,10181
Maceió,39,5,1,1,3,0,1,3387,9865,1634,34,14920
Guarulhos,115,4,4,0,7,1,0,2945,1704,75,166,4890
Mogi das Cruzes,117,2,1,1,12,0,1,1371,9513,1917,75,12876
Guarulhos,117,5,1,3,1,1,1,4848,9799,1667,129,16443
Natal,103,3,2,0,4,0,0,3712,5004,768,47,9531
Jaboatão dos Guararapes,112,3,3,1,17,0,1,2935,4551,810,31,8327
Niterói,412,2,1,0,5,1,1,1969,2804,1721,113,6607
Barueri,91,5,4,1,7,0,1,1777,4398,1456,40,7671
Natal,92,5,1,0,1,1,1,3748,4066,1688,61,9563
Contagem,93,3,4,3,18,0,1,2536,5027,56,178,7797
Osasco,474,3,2,1,14,1,0,2342,6517,1739,127,10725
Ananindeua,441,1,3,3,17,0,1,1289,7653,15,158,9115
Curitiba,253,4,2,4,17,0,0,643,9998,808,15,11464
Belém,450,4,4,4,0,0,0,620,9771,382,156,10929
Niterói,452,4,2,1,4,0,1,4953,6939,1017,125,13034
Maceió,424,3,4,0,19,1,1,785,1593,303,165,2846
Campo Grande,28,2,3,0,9,1,1,1162,1144,1382,34,3722
Goiânia,439,1,3,0,8,0,0,4629,2210,471,100,7410
Recife,151,4,1,2,1,0,0,720,1355,163,179,2417
Macapá,390,4,2,2,14,0,1,3648,3412,285,27,7372
Contagem,497,2,4,2,2,1,0,883,1240,762,47,2932
Sorocaba,151,2,3,4,0,1,1,3375,1622,787,196,5980
Duque de Caxias,162,3,1,3,4,0,0,3092,7044,526,184,10846
Ribeirão Preto,101,5,4,2,5,1,1,2520,9695,259,91,12565
Fortaleza,127,4,1,3,17,1,1,916,1273,379,38,2606
Curitiba,485,1,2,0,4,0,1,4404,574,429,103,5510
São Luís,326,4,4,3,3,1,0,4796,5646,1631,146,12219
Aracaju,189,2,3,1,6,0,0,2322,5401,1117,34,8874
Montes Claros,281,4,1,1,1,0,0,3208,6775,1063,155,11201
Londrina,26,2,2,4,17,0,0,146,4999,454,131,5730
Cuiabá,448,3,3,4,16,0,0,4495,8748,658,62,13963
Brasília,378,4,1,3,14,0,1,794,1927,1861,126,4708
São Paulo,386,1,2,1,19,1,1,4215,1089,1963,46,7313
Jaboatão dos Guararapes,338,4,3,3,5,1,0,1976,4940,962,199,8077
Teresina,84,3,2,0,13,1,1,546,4054,277,111,4988
Montes Claros,221,5,4,2,1,1,1,432,4840,697,44,6013
Florianópolis,362,2,4,0,11,0,1,3604,2825,1115,110,7654
Teresina,434,2,1,4,12,0,1,2604,8687,1153,136,12580
Belém,319,5,2,2,9,1,1,3498,7043,101,155,10797
Boa Vista,304,2,1,4,12,0,1,3914,9238,541,139,13832
Maringá,195,3,1,1,15,0,0,1382,8777,1135,40,11334
Curitiba,360,2,3,1,6,1,0,1296,3898,1041,69,6304
Aparecida de Goiânia,273,1,3,4,19,0,1,1579,1169,1381,78,4207
Aparecida de Goiânia,225,2,1,0,8,0,1,1389,2962,192,123,4666
João Pessoa,175,1,1,1,3,1,1,2067,2867,429,72,5435
João Pessoa,158,5,4,1,8,0,0,2976,8351,306,99,11732
Uberlândia,496,2,2,0,6,0,0,1406,1071,1597,140,4214
Manaus,371,4,2,0,12,1,1,2008,3549,881,177,6615
São José dos Campos,340,4,3,0,13,0,0,3829,5121,230,16,9196
João Pessoa,259,3,1,1,0,1,0,3626,5669,913,123,10331
Vitória,465,2,4,4,11,0,1,1301,8997,441,138,10877
Barueri,302,1,3,4,2,0,0,457,1515,1434,120,3526
Macapá,154,1,1,4,15,0,0,3334,1333,968,120,5755
Cuiabá,138,2,2,3,4,1,0,3823,9204,291,115,13433
Niterói,255,3,2,1,3,0,1,650,547,182,182,1561
Mogi das Cruzes,235,4,1,4,16,0,1,992,7177,1515,155,9839
Campinas,387,4,4,4,18,1,0,2772,1751,986,178,5687
Porto Alegre,420,2,2,2,0,1,0,1364,8290,1664,152,11470
Natal,146,5,2,1,5,0,0,4955,5957,2,12,10926
Natal,269,4,4,4,12,0,0,1902,1191,543,96,3732
Maringá,166,4,4,1,17,0,1,1000,3527,1801,172,6500
Aracaju,244,2,1,4,1,1,1,3702,5818,188,142,9850
Porto Alegre,71,1,4,0,2,1,1,3036,7477,223,70,10806
Manaus,478,3,4,0,2,0,1,4757,980,115,43,5895
Niterói,24,5,4,2,14,0,0,1411,8443,1634,11,11499
João Pessoa,54,1,3,2,9,0,0,4045,9312,1313,15,14685
Contagem,93,4,3,2,0,0,0,2151,4611,60,53,6875
Campinas,154,4,4,1,12,0,1,2618,7352,1456,156,11582
Guarulhos,457,2,4,4,4,1,1,4818,509,445,27,5799
Manaus,212,5,2,3,17,0,0,1110,7599,91,185,8985
São Gonçalo,267,3,4,3,11,0,0,258,5773,133,163,6327
Vila Velha,326,5,1,2,8,1,0,4507,2723,290,112,7632
Teresina,203,2,1,4,4,0,0,4855,4810,1606,90,11361
Cuiabá,243,4,4,4,17,1,0,2034,2117,906,177,5234
Boa Vista,358,3,1,2,1,0,0,418,1685,979,41,3123
Duque de Caxias,275,3,4,2,6,0,1,4960,669,1652,108,7389
Piracicaba,100,5,1,0,3,1,1,2200,5749,1642,139,9730
Natal,131,2,1,3,5,1,1,3761,1559,459,68,5847
São Luís,169,4,3,4,6,1,1,4116,4773,78,46,9013
Joinville,410,4,1,0,6,0,1,4319,1640,1929,159,8047
Serra,334,2,4,2,1,0,1,3457,7774,743,187,12161
Aracaju,311,3,4,3,1,0,0,1142,4763,163,98,6166
Barueri,216,1,2,0,6,0,0,1215,8224,514,91,10044
Caxias do Sul,86,5,2,4,8,1,1,2403,3010,7,189,5609
Curitiba,463,4,1,0,15,1,1,1470,5909,911,54,8344
Mogi das Cruzes,298,2,2,3,3,0,0,3696,5725,893,163,10477
Vitória,499,1,1,1,10,1,1,4829,2109,821,179,7938
Aparecida de Goiânia,196,4,2,3,3,1,0,2137,678,181,40,3036
Cuiabá,329,2,1,1,9,0,0,22,2515,677,187,3401
Betim,357,2,4,2,15,0,1,4785,2935,1549,80,9349
Ribeirão Preto,215,5,2,0,3,1,0,3690,6891,1698,55,12334
Serra,53,1,4,0,3,1,1,4203,8906,244,135,13488
Duque de Caxias,251,3,3,3,6,0,0,4613,9775,1896,98,16382
João Pessoa,178,5,2,2,8,0,0,1712,3847,769,106,6434
Aparecida de Goiânia,102,1,3,4,16,1,1,4367,691,1555,159,6772
Jaboatão dos Guararapes,395,4,4,1,4,1,0,3474,7050,1057,87,11668
Recife,114,2,1,0,13,1,0,1334,780,1512,182,3808
Porto Velho,33,1,4,0,9,1,1,4060,6688,1744,115,12607
Belém,378,5,2,1,5,1,1,3058,7679,377,74,11188
Caxias do Sul,80,3,1,3,5,1,0,3892,3107,1765,81,8845
Maceió,94,2,3,1,9,0,0,359,3630,728,24,4741
Belém,252,5,2,2,11,1,0,967,5472,1342,136,7917
Vitória,374,4,1,1,7,1,1,316,7928,353,135,8732
Sorocaba,308,5,1,3,10,0,0,3632,6214,1682,56,11584
Curitiba,203,4,1,4,6,0,1,1360,6515,1029,53,8957
Rio de Janeiro,451,4,2,4,6,0,0,2473,5742,1100,100,9415
Ribeirão Preto,203,4,3,1,11,0,0,2725,9476,242,76,12519
Feira de Santana,349,4,4,2,10,1,0,4408,8668,1241,177,14494
Rio de Janeiro,96,1,3,1,2,1,1,4751,1904,964,28,7647
Campo Grande,167,4,4,2,10,1,0,343,7671,861,63,8938
Aracaju,440,3,1,3,0,0,1,1233,5181,1051,94,7559
João Pessoa,227,4,3,0,14,0,1,3638,2679,1228,11,7556
Barueri,226,2,1,0,3,0,0,982,2258,764,104,4108
